Chr	Mid	DCHpM
1	68685.5	0.5122
1	68686	0.1428
1	68686.5	0.103
1	68687	0.0584
1	68689	0.4202
1	68690	0.1384
1	68690.5	0.3072
1	68691	0.0516
1	68691.5	0.1434
1	68693	0.0628
1	68693.5	0.0516
1	68696	0.0516
1	68697.5	0.0516
1	68863	0.0516
1	68866	0.0516
1	68927	0.0628
1	68928	0.0584
1	68957.5	0.1682
1	69593	0.0516
1	69632	0.0628
1	69649	0.103
1	69653.5	0.0516
1	69654	0.1684
1	69654.5	0.4966
1	69655	0.0516
1	69657	0.1032
1	69659.5	0.0584
1	69661.5	0.0628
1	69664.5	0.0806
1	69665.5	0.0806
1	69666.5	0.0516
1	69668	0.0584
1	69672	0.1032
1	69672.5	0.1974
1	69673	0.7566
1	69673.5	0.1428
1	69674.5	0.2348
1	69675.5	0.0628
1	69677	0.0628
1	69678	0.08
1	69680.5	0.2644
1	69683	0.0584
1	69685	0.1316
1	69685.5	0.0516
1	69686	0.0516
1	69686.5	0.1322
1	69687.5	0.0628
1	69688.5	0.0516
1	69689	0.0628
1	69690.5	0.0628
1	69693	0.0516
1	69693.5	0.0516
1	69694	0.0584
1	69696.5	0.0628
1	69697	0.0516
1	69698	0.1944
1	69698.5	0.212
1	69699	0.5708
1	69699.5	1.397
1	69700	0.6024
1	69700.5	0.2462
1	69701	0.1836
1	69701.5	0.08
1	69702	0.1944
1	69702.5	0.3038
1	69703	0.1142
1	69703.5	0.383
1	69704	0.2552
1	69704.5	0.3652
1	69705	0.08
1	69705.5	0.1212
1	69706	0.0806
1	69706.5	0.36
1	69707	0.6644
1	69707.5	1.0498
1	69708	0.4184
1	69708.5	0.2174
1	69709	0.183
1	69709.5	0.1546
1	69710	0.0516
1	69710.5	0.4296
1	69711	0.4316
1	69711.5	0.2198
1	69712	0.0628
1	69712.5	0.224
1	69713	0.0516
1	69713.5	0.1316
1	69714	0.177
1	69714.5	0.3222
1	69715	0.2312
1	69715.5	0.242
1	69716	0.271
1	69716.5	0.3574
1	69717	0.139
1	69717.5	0.0628
1	69723.5	0.0516
1	69752.5	0.0516
1	69758	0.1212
1	69760	0.103
1	69765	0.0516
1	69766.5	0.0584
1	69767	0.0584
1	69768	0.1032
1	69768.5	0.0584
1	69771.5	0.0584
1	69772	0.0584
1	69785	0.0628
1	69787.5	0.1882
1	69788.5	0.1032
1	69789	0.1032
1	69789.5	0.1726
1	69790.5	0.132
1	69791	0.1168
1	69792	0.0516
1	69793.5	0.0584
1	69795	0.1434
1	69796	0.0516
1	69798.5	0.161
1	69801	0.242
1	69801.5	0.1144
1	69802.5	0.0516
1	69803	0.0584
1	69804.5	0.0806
1	69805	0.177
1	69807.5	0.0584
1	69808.5	0.08
1	69810.5	0.0516
1	69811.5	0.213
1	69812	0.0628
1	69812.5	0.1144
1	69813.5	0.1434
1	69814.5	0.1212
1	69815	0.1256
1	69815.5	0.0516
1	69816	0.11
1	69816.5	0.1256
1	69817	0.2062
1	69817.5	0.1728
1	69818.5	0.28
1	69819	0.0628
1	69819.5	0.1032
1	69820	0.2508
1	69820.5	0.0584
1	69821.5	0.0516
1	69822	0.0516
1	69823	0.0516
1	69824.5	0.0628
1	69825	0.0628
1	69826	0.08
1	69827.5	0.0516
1	69828.5	0.0628
1	69854	0.0516
1	69860	0.0516
1	69861.5	0.0584
1	69866	0.0584
1	69868	0.0516
1	69869	0.11
1	69870	0.1254
1	69873.5	0.1168
1	69876	0.0806
1	69877	0.0516
1	69877.5	0.1254
1	69878.5	0.0584
1	69879	0.11
1	69879.5	0.0584
1	69881	0.0516
1	69881.5	0.1254
1	69882	0.3068
1	69882.5	0.2194
1	69883	0.08
1	69883.5	0.0516
1	69884	0.4482
1	69884.5	0.1434
1	69885	0.9878
1	69885.5	2.383
1	69886	0.598
1	69886.5	0.354
1	69887	0.103
1	69889	0.0584
1	69890	0.1254
1	69890.5	0.11
1	69891	0.1944
1	69891.5	0.19
1	69892	0.206
1	69893.5	0.1168
1	69896	0.08
1	69896.5	0.0628
1	69899.5	0.0516
1	69900	0.0584
1	69900.5	0.0584
1	69903	0.08
1	69904.5	0.0516
1	69908	0.0628
1	69912.5	0.0516
1	69913	0.0516
1	69934	0.0516
1	69937	0.0584
1	69938	0.0584
1	69946	0.0516
1	69957	0.11
1	69962.5	0.08
1	69967.5	0.0516
1	69982.5	0.0584
1	70091	0.0628
1	70097	0.0584
1	70130.5	0.0584
1	70137	0.08
1	70151.5	0.0628
1	70160	0.0584
1	70166.5	0.0516
1	70183	0.08
1	70186.5	0.11
1	70187	0.0628
1	70194.5	0.0516
1	70213.5	0.0584
1	70271.5	0.0516
1	70313	0.16
1	70319.5	0.103
1	70353.5	0.0584
1	70361.5	0.0628
1	70363	0.1316
1	70363.5	0.0584
1	70367	0.1546
1	70367.5	0.1614
1	70368.5	0.0628
1	70370	0.0516
1	70373	0.0628
1	70392.5	0.0516
1	70393	0.0584
1	70394.5	0.0806
1	70395.5	0.0584
1	70404	0.11
1	70406.5	0.0584
1	70411	0.08
1	70411.5	0.0628
1	70427	0.0628
1	70428	0.0516
1	70430.5	0.0584
1	70432.5	0.0806
1	70451	0.0584
1	70452.5	0.0584
1	70462.5	0.0628
1	70472.5	0.0584
1	70474.5	0.1316
1	70475.5	0.08
1	70476	0.1614
1	70511	0.08
1	70532.5	0.0806
1	70551.5	0.0584
1	70552.5	0.0584
1	70553	0.0516
1	70554	0.1772
1	70554.5	0.08
1	70566.5	0.1752
1	70580.5	0.08
1	70582	0.0516
1	70801.5	0.0516
1	70811	0.0628
1	70813	0.2978
1	70813.5	0.1968
1	70814.5	0.0584
1	70849	0.0516
1	70857	0.0584
1	70898	0.0516
1	70903	0.0516
1	70980.5	0.0628
1	70985.5	0.0628
1	70987	0.0584
1	70992	0.0516
1	70994	0.0516
1	70994.5	0.2396
1	70995	0.1658
1	70995.5	0.4512
1	70999	0.0584
1	70999.5	0.0516
1	71003.5	0.1428
1	71004	0.1254
1	71010.5	0.0584
1	71013	0.0516
1	71014	0.0584
1	71016	0.2464
1	71016.5	0.0806
1	71017	0.0516
1	71018	0.0516
1	71051	0.3986
1	71052	0.2354
1	71053	0.0628
1	71053.5	0.08
1	71054	0.11
1	71054.5	0.11
1	71055	0.316
1	71055.5	0.0516
1	71056	0.0806
1	71056.5	0.1614
1	71057	0.2238
1	71057.5	0.271
1	71058.5	0.0584
1	71059.5	0.0584
1	71060.5	0.0628
1	71062.5	0.11
1	71063.5	0.0516
1	71065	0.0806
1	71067	0.0628
1	71068	0.0516
1	71084.5	0.08
1	71085.5	0.0806
1	71090.5	0.0806
1	71092.5	0.0516
1	71102	0.132
1	71102.5	0.0806
1	71104.5	0.0584
1	71109.5	0.0516
1	71110.5	0.0516
1	71111.5	0.0516
1	71114	0.08
1	71115.5	0.0584
1	71119.5	0.0516
1	71121.5	0.0628
1	71124.5	0.0584
1	71125	0.0806
1	71127.5	0.2354
1	71129	0.0584
1	71129.5	0.2062
1	71130.5	0.0516
1	71131	0.2312
1	71132	0.1384
1	71133.5	0.11
1	71134.5	0.183
1	71136.5	0.0584
1	71137	0.0516
1	71137.5	0.1144
1	71138	0.0806
1	71138.5	0.08
1	71139	0.0584
1	71139.5	0.0584
1	71140	0.0628
1	71140.5	0.2012
1	71141	0.0628
1	71141.5	0.0516
1	71142	0.0628
1	71144	0.0628
1	71145	0.1316
1	71145.5	0.0584
1	71146	0.08
1	71146.5	0.1322
1	71148	0.0628
1	71154.5	0.1432
1	71156	0.0628
1	71158.5	0.0516
1	71159	0.0628
1	71171	0.0516
1	71171.5	0.0516
1	71173	0.0516
1	71191	0.08
1	71196	0.0628
1	71196.5	0.0516
1	71199.5	0.0516
1	71200	0.0516
1	71202.5	0.0628
1	71204.5	0.0628
1	71206.5	0.0516
1	71210	0.0584
1	71218	0.0516
1	71219.5	0.0628
1	71220	0.08
1	71220.5	0.183
1	71221	0.3678
1	71221.5	0.7728
1	71222	0.984
1	71222.5	0.1384
1	71223	0.103
1	71224.5	0.0628
1	71225	0.0584
1	71225.5	0.2422
1	71226	0.1428
1	71226.5	0.0584
1	71227.5	0.366
1	71228	0.19
1	71228.5	0.0584
1	71231.5	0.0516
1	71235.5	0.0516
1	71238	0.1254
1	71242	0.0516
1	71244	0.0516
1	71244.5	0.0806
1	71245	0.0516
1	71246	0.437
1	71246.5	0.0516
1	71247	0.1384
1	71252	0.0584
1	71252.5	0.0584
1	71253	0.4774
1	71256	0.1212
1	71265.5	0.08
1	71274.5	0.0584
1	71276	0.0628
1	71276.5	0.0584
1	71279	0.0584
1	71286.5	0.1316
1	71287	0.3316
1	71287.5	0.4742
1	71288.5	0.0584
1	71294.5	0.0516
1	71295.5	0.1212
1	71299	0.0584
1	71308.5	0.2866
1	71309	0.0806
1	71309.5	0.1168
1	71312	0.2352
1	71312.5	0.2926
1	71313	0.5722
1	71313.5	0.407
1	71314	0.4314
1	71314.5	0.492
1	71315	0.1836
1	71317.5	0.0584
1	71324	0.2576
1	71324.5	0.161
1	71326.5	0.0628
1	71327.5	0.1546
1	71328.5	0.212
1	71329.5	0.292
1	71330	0.293
1	71330.5	1.5702
1	71331	0.7074
1	71331.5	0.6086
1	71332	1.406
1	71332.5	1.4724
1	71333	1.5914
1	71333.5	0.7456
1	71334.5	0.1316
1	71335.5	0.177
1	71336	0.3202
1	71336.5	1.3092
1	71337	1.0836
1	71337.5	0.5672
1	71338	0.2424
1	71339	0.139
1	71340	0.2414
1	71340.5	0.3874
1	71341	0.1546
1	71341.5	0.1168
1	71342	0.2682
1	71342.5	0.2012
1	71343	0.2122
1	71344	0.11
1	71344.5	0.0516
1	71345	0.0584
1	71345.5	0.1144
1	71346	0.2576
1	71346.5	0.08
1	71347	0.139
1	71347.5	0.0516
1	71348	0.08
1	71348.5	0.1212
1	71349	0.2812
1	71349.5	0.5858
1	71350	0.2378
1	71350.5	0.103
1	71351	0.3406
1	71351.5	0.6876
1	71352	0.0584
1	71352.5	0.0516
1	71353	0.1606
1	71353.5	0.183
1	71354	0.08
1	71354.5	0.139
1	71355	0.1212
1	71355.5	0.2552
1	71356	0.2644
1	71356.5	0.2194
1	71357	0.3718
1	71357.5	0.0584
1	71358	0.08
1	71358.5	0.1254
1	71359	0.1144
1	71359.5	0.0584
1	71360	0.08
1	71360.5	0.139
1	71361	0.0584
1	71362	0.1968
1	71362.5	0.0584
1	71363	0.287
1	71363.5	0.2238
1	71364	0.213
1	71364.5	0.1434
1	71365	0.08
1	71365.5	0.08
1	71366.5	0.0628
1	71368	0.1728
1	71368.5	0.1254
1	71369	0.2198
1	71370	0.2866
1	71370.5	0.1212
1	71371.5	0.0628
1	71372	0.2534
1	71372.5	0.0628
1	71373	0.0584
1	71374	0.26
1	71374.5	0.1144
1	71375	0.0584
1	71376	0.0584
1	71376.5	0.224
1	71377	0.2466
1	71377.5	0.2126
1	71378	0.457
1	71378.5	0.568
1	71379	1.4756
1	71379.5	0.8872
1	71380	2.455
1	71380.5	0.5348
1	71381	0.3216
1	71381.5	0.1254
1	71382	0.4134
1	71382.5	0.3718
1	71383	0.488
1	71383.5	0.5676
1	71384	0.1836
1	71384.5	0.3264
1	71385	0.1322
1	71385.5	0.4324
1	71386	0.6598
1	71386.5	1.131
1	71387	0.8668
1	71387.5	0.656
1	71388	0.4412
1	71388.5	0.3048
1	71389	0.2818
1	71389.5	0.483
1	71390	0.1212
1	71390.5	0.1838
1	71391	0.08
1	71391.5	0.3834
1	71392	0.3154
1	71392.5	0.425
1	71393	0.6884
1	71393.5	0.4202
1	71394.5	0.4564
1	71395	0.1322
1	71395.5	0.483
1	71396	0.3842
1	71396.5	0.1606
1	71397	0.2062
1	71397.5	0.4144
1	71398	0.897
1	71398.5	0.1906
1	71399	0.2464
1	71399.5	0.4968
1	71400	0.08
1	71400.5	0.0584
1	71401	0.1428
1	71401.5	0.1948
1	71402	0.1144
1	71402.5	0.206
1	71403	0.1434
1	71403.5	0.0628
1	71404	0.2646
1	71404.5	0.1254
1	71406	0.2412
1	71406.5	0.08
1	71407.5	0.139
1	71408	0.1428
1	71408.5	0.1212
1	71409.5	0.0516
1	71410.5	0.1144
1	71411.5	0.0806
1	71412	0.0584
1	71412.5	0.1168
1	71413	0.2018
1	71414	0.0628
1	71414.5	0.2356
1	71415	0.1428
1	71415.5	0.1606
1	71416.5	0.1384
1	71417	0.0516
1	71417.5	0.0806
1	71418	0.0628
1	71418.5	0.1168
1	71420.5	0.0806
1	71423	0.0584
1	71424	0.0516
1	71425	0.219
1	71426.5	0.139
1	71427	0.2238
1	71427.5	0.2412
1	71428	0.4552
1	71428.5	2.1364
1	71429	0.5638
1	71429.5	1.0132
1	71430	0.509
1	71430.5	0.4
1	71431	0.4028
1	71431.5	0.0516
1	71432	0.0806
1	71433	0.6706
1	71433.5	0.0516
1	71434	0.7224
1	71435	0.2346
1	71436.5	0.0516
1	71437	0.1434
1	71438	0.206
1	71438.5	0.1322
1	71439	0.278
1	71439.5	0.139
1	71440	0.1032
1	71440.5	0.2126
1	71441	0.1384
1	71441.5	0.2526
1	71442	0.11
1	71442.5	0.2234
1	71443	0.11
1	71443.5	0.2854
1	71444	0.0584
1	71444.5	0.0584
1	71445	0.2866
1	71445.5	0.139
1	71446	0.1384
1	71447	0.293
1	71447.5	0.1322
1	71448	0.9212
1	71448.5	0.0584
1	71449	0.4014
1	71449.5	0.139
1	71450	0.0584
1	71450.5	0.1606
1	71451.5	0.2466
1	71452	0.0628
1	71452.5	0.2744
1	71453	0.08
1	71453.5	0.1144
1	71454	0.139
1	71454.5	0.0806
1	71455	0.0806
1	71455.5	0.0806
1	71456	0.0584
1	71457	0.08
1	71457.5	0.1384
1	71458	0.2122
1	71458.5	0.139
1	71459	0.1212
1	71459.5	0.0806
1	71461	0.2644
1	71461.5	0.2414
1	71462	0.08
1	71462.5	0.103
1	71463	0.1322
1	71463.5	0.0806
1	71464.5	0.0516
1	71465	0.0806
1	71465.5	0.1168
1	71467	0.0584
1	71468	0.1142
1	71472	0.0516
1	71473	0.0516
1	71474.5	0.0584
1	71475	0.2012
1	71477.5	0.0516
1	71482.5	0.08
1	71484	0.0628
1	71486	0.0806
1	71487	0.1432
1	71487.5	0.4606
1	71488	0.1212
1	71491.5	0.0584
1	71493	0.08
1	71493.5	0.0584
1	71494.5	0.0628
1	71495.5	0.0806
1	71496	0.11
1	71500.5	0.08
1	71501.5	0.0806
1	71510.5	0.0516
1	71521	0.0806
1	71522	0.0516
1	71531	0.0516
1	71534	0.1836
1	71534.5	0.1142
1	71535	0.0516
1	71542	0.0516
1	71569	0.0516
1	71790.5	0.08
1	71987.5	0.0628
1	73164.5	0.0516
1	73202.5	0.1384
1	73286	0.0584
1	73290.5	0.0628
1	74872.5	0.0584
1	74919	0.0584
1	74922.5	0.0628
1	74929	0.0516
1	74930	0.299
1	74931	0.1546
1	74979	0.0628
1	74993	0.0516
1	74994	0.0516
1	74998	0.0628
1	75001	0.0584
1	75002	0.1546
1	75002.5	0.0516
1	75011	0.0628
1	75022	0.0516
1	75024	0.0516
1	75030	0.0516
1	75042	0.4022
1	75042.5	0.2854
1	75043	0.842
1	75043.5	0.11
1	75044	0.139
1	75046.5	0.0516
1	75589	0.0584
1	75590	0.08
1	75876.5	0.08
1	75885.5	0.0584
1	75917.5	0.0516
1	75969.5	0.0628
1	76001.5	0.0628
1	76011.5	0.0516
1	76040	0.08
1	76195	0.0584
1	76214	0.0584
1	76230.5	0.0584
1	76234.5	0.0584
1	76236.5	0.08
1	76238.5	0.08
1	76244	0.1254
1	76257.5	0.08
1	76260.5	0.0516
1	76261.5	0.0584
1	76262	0.0516
1	76262.5	0.0806
1	76263.5	0.5796
1	76264	0.5194
1	76264.5	0.7122
1	76265	0.3202
1	76266	0.0516
1	76267.5	0.0628
1	76268	0.1142
1	76268.5	0.08
1	76269	0.0584
1	76269.5	0.0516
1	76270	0.2126
1	76271	0.0584
1	76271.5	0.0806
1	76272	0.08
1	76272.5	0.0628
1	76277	0.139
1	76280	0.0628
1	76281	0.1254
1	76281.5	0.0516
1	76282	0.0516
1	76282.5	0.1254
1	76290	0.0584
1	76291	0.0584
1	76292	0.0516
1	76293	0.08
1	76294	0.0584
1	76294.5	0.1384
1	76295	0.1256
1	76295.5	0.0516
1	76298	0.0584
1	76304	0.0584
1	76317	0.0516
1	76326.5	0.0584
1	76329	0.0516
1	76330.5	0.0516
1	76344	0.238
1	76344.5	0.08
1	76349	0.08
1	76349.5	0.0584
1	76354.5	0.2576
1	76356	0.0584
1	76360.5	0.08
1	76361	0.0516
1	76365.5	0.3154
1	76385.5	0.0806
1	76711	0.0628
1	79524	0.0516
1	79569.5	0.1606
1	79587	0.1316
1	79588	0.0584
1	79592	0.0516
1	79616	0.0516
1	79617	0.0628
1	79630	0.0806
1	79632.5	0.0516
1	79824	0.08
1	82024	0.0584
1	82041	0.0516
1	82045.5	0.0516
1	82046	0.0516
1	82046.5	0.1384
1	82103.5	0.0516
1	82108	0.0516
1	82117	0.103
1	82118	0.0516
1	82118.5	0.0516
1	82134	0.0584
1	82136.5	0.0584
1	82139	0.08
1	82140.5	0.0584
1	82142.5	0.11
1	82148.5	0.0516
1	82155.5	0.1168
1	82156	0.0584
1	82157.5	0.2054
1	82158	0.2774
1	82158.5	0.292
1	82159	0.1212
1	82159.5	0.0628
1	82162.5	0.1726
1	82163	4.1288
1	82163.5	0.2558
1	82164	0.2688
1	82165.5	0.1316
1	82166	0.7964
1	82166.5	2.2884
1	82167	0.2012
1	82167.5	0.5172
1	82168	0.0516
1	82168.5	0.213
1	82169	0.0516
1	82170	0.0584
1	82170.5	0.08
1	82171	0.0516
1	82172.5	0.11
1	82175.5	0.16
1	82176	0.0806
1	82176.5	0.11
1	82185.5	0.0516
1	82186	0.11
1	82187.5	0.0516
1	82188	0.3314
1	82188.5	0.0516
1	82189	0.19
1	82189.5	0.1316
1	82190.5	0.1546
1	82191	0.1316
1	82191.5	0.2596
1	82192	0.3544
1	82192.5	0.0516
1	82193	0.183
1	82195	0.3668
1	82195.5	0.6306
1	82196	1.6328
1	82196.5	1.7048
1	82197	1.3186
1	82197.5	0.8024
1	82198	0.0516
1	82199.5	0.0584
1	82200	0.556
1	82200.5	0.4812
1	82201	0.7982
1	82201.5	0.4638
1	82202.5	0.2346
1	82203	0.2458
1	82203.5	0.1316
1	82209	0.0628
1	82209.5	0.1658
1	82210	0.103
1	82211	0.2638
1	82211.5	0.103
1	82212	0.2756
1	82212.5	0.2116
1	82214	0.0516
1	82216	0.3044
1	82217.5	0.0806
1	82218.5	0.08
1	82221	0.0516
1	82222	0.249
1	82222.5	0.1384
1	82225	0.08
1	82239	0.0584
1	82245.5	0.0584
1	82249.5	0.0516
1	82340.5	0.0584
1	82404	0.103
1	82487	0.0516
1	82568.5	0.0516
1	82575	0.0584
1	82578.5	0.1212
1	82579.5	0.2172
1	82587.5	0.0584
1	82590	0.1144
1	82591	0.0516
1	82593.5	0.0628
1	82594.5	0.1612
1	82599	0.0516
1	82604	0.0806
1	82609	0.0516
1	82609.5	0.0584
1	82615	0.0516
1	82615.5	0.1614
1	82616	0.0806
1	82616.5	0.1144
1	82617	0.2778
1	82617.5	0.08
1	82621.5	0.0516
1	82622	0.0516
1	82622.5	0.1212
1	82623	0.0516
1	82627	0.0516
1	82627.5	0.0806
1	82629.5	0.1546
1	82630	0.103
1	82632.5	0.0516
1	82633	0.0516
1	82633.5	0.161
1	82634	0.19
1	82634.5	0.177
1	82635	0.2284
1	82635.5	0.0584
1	82637.5	0.1316
1	82638	0.1728
1	82638.5	0.322
1	82641	0.1882
1	82648	0.0584
1	82657.5	0.0584
1	82658	0.0516
1	82658.5	0.338
1	82659	0.0516
1	82659.5	0.0628
1	82670.5	0.0516
1	82675.5	0.0806
1	82677	0.08
1	82681.5	0.0516
1	82685.5	0.0516
1	82686	0.0516
1	82690.5	0.0584
1	82702	0.0628
1	83025	0.08
1	83188.5	0.0584
1	83258	0.0516
1	83468	0.103
1	83471.5	0.0516
1	83482.5	0.0584
1	83483	0.0628
1	83483.5	0.0584
1	83488	0.0516
1	83492	0.0628
1	83493	0.0516
1	83587.5	0.0516
1	83747.5	0.0516
1	84503	0.0516
1	84533	0.0516
1	84557	0.0584
1	84590	0.0584
1	84591.5	0.0584
1	84595	0.08
1	84611	0.08
1	84615	0.0584
1	84616.5	0.0516
1	84618	0.0584
1	84618.5	0.0516
1	84620	0.0516
1	84666.5	0.0628
1	85214.5	0.08
1	87101.5	0.0516
1	87102.5	0.0628
1	87103	0.0584
1	87104	0.0584
1	87104.5	0.0628
1	87109.5	0.0516
1	87111.5	0.0806
1	87112.5	0.0584
1	87113	0.0584
1	87113.5	0.1796
1	87114	0.0806
1	87117.5	0.0806
1	87128	0.0628
1	87160.5	0.0584
1	87162	0.0584
1	87173.5	0.0516
1	87179.5	0.0516
1	87200.5	0.0516
1	87205	0.0628
1	87223.5	0.0516
1	87226.5	0.1256
1	87227	0.0584
1	87227.5	0.0584
1	87228.5	0.139
1	87229	0.0806
1	87230	0.103
1	87233	0.1212
1	87238.5	0.0628
1	87242	0.161
1	92011	0.08
1	92012	0.0516
1	92288.5	0.0516
1	92301.5	0.0584
1	92302.5	0.1254
1	92307	0.0806
1	92308.5	0.1032
1	92309	0.1032
1	92311	0.0584
1	92316	0.0628
1	92330	0.0516
1	92334	0.08
1	92339	0.0516
1	92343.5	0.0584
1	92345.5	0.0806
1	92346.5	0.1254
1	92349.5	0.0516
1	92350.5	0.0516
1	92352.5	0.0628
1	92359.5	0.0628
1	92361.5	0.08
1	92362.5	0.2232
1	92363	0.0516
1	92368	0.0584
1	92370.5	0.0516
1	92371	0.0584
1	92379	0.0584
1	92389.5	0.0516
1	92412	0.0628
1	92412.5	0.0628
1	92413	0.1384
1	92416	0.0516
1	92440	0.0584
1	92446.5	0.0516
1	92449.5	0.0584
1	92451.5	0.0628
1	92460.5	0.0584
1	92465	0.0516
1	92467.5	0.103
1	92480.5	0.08
1	92489	0.139
1	92489.5	0.0584
1	92490.5	0.0584
1	92504	0.0516
1	92512.5	0.0516
1	92513	0.1428
1	92513.5	0.0628
1	92514.5	0.1254
1	92519.5	0.0628
1	92537	0.0628
1	92567.5	0.0628
1	92570	0.0806
1	92572	0.0806
1	92576	0.0584
1	92578	0.0806
1	92578.5	0.0516
1	92582.5	0.0584
1	92585.5	0.0628
1	92587.5	0.0584
1	92588.5	0.0628
1	92591	0.2682
1	92591.5	0.08
1	92593	0.0516
1	92595.5	0.0806
1	92596	0.2458
1	92597	0.08
1	92598	0.1428
1	92599	0.0584
1	92599.5	0.1974
1	92600	0.3004
1	92600.5	0.1384
1	92601	0.1212
1	92601.5	0.3454
1	92602	0.139
1	92602.5	0.0806
1	92603	0.1944
1	92603.5	0.08
1	92604	0.6036
1	92604.5	0.3396
1	92605	0.717
1	92605.5	0.2122
1	92606	0.6538
1	92606.5	0.0584
1	92607.5	0.1728
1	92608	0.0516
1	92610.5	0.0584
1	92611.5	0.0516
1	92614	0.0516
1	92615.5	0.08
1	92616	0.19
1	92617	0.2234
1	92621	0.0584
1	92626.5	0.0628
1	92672	0.0516
1	92713.5	0.103
1	92715.5	0.0516
1	92724.5	0.08
1	92727.5	0.0628
1	92735.5	0.0628
1	92741.5	0.0584
1	92746.5	0.0628
1	92750	0.0584
1	92751	0.103
1	92751.5	0.1316
1	92752	0.1882
1	92753	0.0806
1	92753.5	0.08
1	92754	0.1316
1	92754.5	0.1254
1	92760	0.08
1	92760.5	0.0516
1	92762	0.0628
1	92762.5	0.0584
1	92763	0.0628
1	92764	0.0628
1	92764.5	0.1256
1	92765	0.656
1	92765.5	0.16
1	92766	0.305
1	92766.5	0.1316
1	92767	0.2012
1	92767.5	0.1428
1	92768	0.4542
1	92768.5	0.3848
1	92769	0.183
1	92775	0.1212
1	92775.5	0.0516
1	92776	0.103
1	92785	0.0628
1	92787.5	0.132
1	92810.5	0.0584
1	92811	0.1838
1	92812.5	0.0516
1	92813	0.0584
1	92813.5	0.0516
1	92814	0.2422
1	92814.5	0.1384
1	92815	0.2242
1	92815.5	0.1142
1	92816	0.1168
1	92816.5	0.246
1	92817	0.392
1	92817.5	0.4116
1	92818	0.649
1	92818.5	0.9672
1	92819	0.6326
1	92819.5	0.3626
1	92820.5	0.1254
1	92821.5	0.1254
1	92822	0.2416
1	92822.5	0.11
1	92824	0.0806
1	92825.5	0.103
1	92828.5	0.0628
1	92830.5	0.1682
1	92831.5	0.0584
1	92832	0.3362
1	92832.5	0.1838
1	92836.5	0.1614
1	92837	0.0584
1	92837.5	0.0584
1	92838	0.4182
1	92839	0.103
1	92841.5	0.0516
1	92842.5	0.132
1	92843.5	0.0584
1	92844	0.1316
1	92844.5	0.0516
1	92845	0.1546
1	92849.5	0.08
1	92860	0.0584
1	92863.5	0.1254
1	92887.5	0.0584
1	94491.5	0.0584
1	94493.5	0.08
1	94494	0.0516
1	94514	0.11
1	94520	0.0806
1	94524	0.0516
1	94526	0.08
1	94532.5	0.0516
1	94535	0.0584
1	99791.5	0.0584
1	99938	0.0516
1	100351.5	0.08
1	100359	0.08
1	100360	0.0516
1	100363.5	0.08
1	100364	0.1142
1	100365	0.0584
1	100378.5	0.0806
1	100379	0.3734
1	100380	0.0516
1	100383.5	0.0516
1	100408.5	0.0584
1	100830	0.1254
1	101237.5	0.103
1	101239.5	0.1032
1	101240.5	0.1142
1	101241	0.0584
1	101241.5	0.0584
1	101242.5	0.315
1	101243	0.0628
1	101243.5	0.1546
1	101244	0.1032
1	101245	0.0584
1	101245.5	0.0628
1	101247	0.08
1	101261.5	0.11
1	101264	0.0516
1	101265	0.08
1	101311.5	0.0516
1	101319.5	0.0516
1	101326	0.0628
1	101338	0.0584
1	101347	0.0516
1	101357	0.0584
1	106018.5	0.1212
1	106022.5	0.139
1	106023	0.16
1	106037.5	0.0516
1	106049	0.0628
1	106050	0.0516
1	106058.5	0.11
1	106059	0.0584
1	106061	0.1256
1	106061.5	0.16
1	106062	0.1546
1	106062.5	0.0516
1	106063	0.0628
1	106063.5	0.08
1	106064	0.0516
1	106066.5	0.103
1	106067.5	0.0584
1	106068.5	0.0516
1	106069	0.1614
1	106069.5	0.0806
1	106070	0.1546
1	106071	0.2352
1	106072	0.0516
1	106076	0.2012
1	106079	0.2422
1	106086	0.183
1	106087.5	0.0516
1	106089	0.0584
1	106091.5	0.1254
1	106092	0.1384
1	106093	0.08
1	106097	0.0516
1	106098	0.11
1	106098.5	0.11
1	106099	0.3
1	106100	0.08
1	106100.5	0.0516
1	106110	0.0516
1	106111	0.0806
1	106111.5	0.2414
1	106116	0.0628
1	106117	0.103
1	106117.5	0.1212
1	106118	0.0628
1	106126.5	0.0516
1	106445.5	0.0516
1	106451.5	0.0516
1	108372.5	0.0584
1	108611	0.0516
1	108662.5	0.1316
1	108676	0.0516
1	108676.5	0.1384
1	108697	0.0516
1	108699	0.0806
1	108708	0.0806
1	108709.5	0.0516
1	108710	0.0516
1	108711	0.0516
1	108712	0.183
1	108712.5	0.1316
1	108713.5	0.1316
1	108714	0.139
1	108714.5	0.213
1	108715	0.1882
1	108715.5	0.1032
1	108716	0.1882
1	108717	0.0516
1	108717.5	0.3042
1	108718	0.1144
1	108718.5	0.0516
1	108719	0.103
1	108719.5	0.0516
1	108720	0.161
1	108720.5	0.1168
1	108721	0.6746
1	108721.5	0.4122
1	108722	0.4924
1	108722.5	0.2822
1	108723	0.2484
1	108723.5	0.2822
1	108724	0.2526
1	108724.5	0.0516
1	108725	0.0516
1	108725.5	0.161
1	108726	0.1254
1	108726.5	0.0516
1	108728	0.4836
1	108728.5	0.541
1	108729.5	0.0516
1	108731.5	0.1316
1	108733	0.0516
1	108734.5	0.0584
