SID	len_mid	len_min	len_max	type	Sp_Aff	seg_SNPs	start5	start3	stop5	stop3	event_snp	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC	total_nb_seg	Event_len_max	Event_len_mid	nb_62_seg	proportion	LCO	chr	Meiosis	EID	EventSpAff	LSB	LNCO	groupe	classe	Event_type	Event_len_min	debut	fin	Genotype	SegHpM_NWT	SegHpM_DC	SegHpM_Ntel	SegHpM_Ntkd	SegHpM_SFA	exp_local_hits_seg_NWT	exp_local_hits_seg_Ntel	exp_local_hits_seg_Ntkd	exp_local_hits_seg_SFA	exp_local_hits_seg_DC	Seg_Obs_Exp_HpM_NWT	Seg_Obs_Exp_HpM_Ntel	Seg_Obs_Exp_HpM_Ntkd	Seg_Obs_Exp_HpM_SFA	Seg_Obs_Exp_HpM_DC	boundary_cross	hotspot_overlapW	hotspot_boundary_crossW	est_dist_DSBsW	hotspot_overlapF	hotspot_boundary_crossF	est_dist_DSBsF	SegType	seg_cat	len_cat	Classification	Notes
135	338	51	625	(2:6)	78	2	701207	701303	701354	701832	6	873.2651	1335.2031	1328.0395	2269.6333	32.2096	3	1834	21.0986267166042	2	0	1	2	OM3	14	78_34_78	1	0	3	20	(2:6)_(4:4aCO)_(6:2)_(4:4a)	1371	701255.25	702857.25	OM	5.20138721694249	0	4.81628150368894	16.9185134087221	6.98258643297917	297.595794711014	455.017414122137	452.576165485278	773.457367775354	10.9765539803708	0.0175	0.0106	0.0374	0.009	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
137	681	152	1210	(6:2)	78	3	701832	702521	702673	703042	6	873.2651	1335.2031	1328.0395	2269.6333	32.2096	3	1834	42.5093632958801	2	0	1	2	OM3	14	78_34_78	1	0	3	20	(2:6)_(4:4aCO)_(6:2)_(4:4a)	1371	701255.25	702857.25	OM	868.094132203033	32.2096	1330.38686318815	1311.15083192347	2262.65070432111	576.145458560523	880.913713740458	876.187456379498	1497.41346401309	21.2506085059978	1.5067	1.5102	1.4964	1.511	1.5157	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	150_300	AC	
142	54	0	108	(2:6)	12	1	458640	458701	458701	458748	13	113.9476	106.5721	115.9258	77.7837	0.2596	6	1502	3.95894428152493	1	0	1	2	OM7	14	1_1_1_234_12_1	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4aCO)_(2:6)_(3:5)_(4:4a)	1226	457513	458877	OM	38.3964021765061	0.1384	36.6896004909997	38.6187480840835	42.581152926571	8.19330279627164	7.66297390146471	8.33554354194407	5.59296910785619	0.0186663115845539	4.6863	4.7879	4.633	7.6133	7.4144	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
145	254	0	507	(6:2)	14	1	735807	736128	736128	736314	22	1236.3676	1184.0043	1189.7165	905.5916	23.2052	9	4482	5.82969933440441	2	0	1	2	OM3	15	24_14_14_1_6_6_4_15678_4	2	1	0	2	(4:4ai)_(6:2)_(4:4ai)_(5:3)_(4:4bi)_(5:3)_(6:2)_(5:3a)_(4:4ci)_(4:4dCO)	4232	735490.5	739847.5	OM	331.192562111143	3.2716	311.189239232628	333.682166902898	137.05394081571	139.856843641232	133.933552008032	134.579711178046	102.439745917001	2.62495234270415	2.3681	2.3235	2.4794	1.3379	1.2463	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	IC	
150	336	0	673	(6:2)	4	1	738213	738241	738241	738886	22	1236.3676	1184.0043	1189.7165	905.5916	23.2052	9	4482	7.71172825338536	2	0	1	2	OM3	15	24_14_14_1_6_6_4_15678_4	2	1	0	2	(4:4ai)_(6:2)_(4:4ai)_(5:3)_(4:4bi)_(5:3)_(6:2)_(5:3a)_(4:4ci)_(4:4dCO)	4232	735490.5	739847.5	OM	442.390280844425	15.2636	432.355963186932	409.856135925916	373.309585718465	185.648236233824	177.785563119143	178.64328525212	135.980175546631	3.484404194556	2.3829	2.4319	2.2943	2.7453	4.3805	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	AC	
153	120	0	240	6:2	78	1	595106	595246	595246	595346	1	3.0714	4.6514	3.4477	5.7366	0	1	239	100	1	0	0	2	OM5	15	78	1	1	1	10	6:2	1	595176	595296	OM	3.07136008698748	0	4.65144106593938	3.44773635787767	5.73656057972011	3.0842510460251	4.67086192468619	3.46212552301255	5.76060251046025	0	0.9958	0.9958	0.9958	0.9958	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	CN1	
157	154	0	309	(6:2)	8	1	42419	42698	42698	42728	13	1599.8034	1524.9096	1143.2812	608.4783	49.7292	5	2666	6.4327485380117	1	0	0	3	OM3	16	7_568_568_8_8	2	2	0	3	(5:3)_(4:4aCO)_(5:3)_(6:2)_(5:3)_(4:4CO)	2121	40811.75	43205.75	OM	2.00009497490398	0	0.923326505380006	2.66676956117593	0.321910018929643	185.423574868717	176.743085671418	132.51083675919	70.525054276069	5.76381200300075	0.0108	0.0052	0.0201	0.0046	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IN	
160	2102	1754	2451	6:2	4	20	516896	517356	519110	519347	23	5.7113	3.6674	1.9425	6.8734	0	3	2814	79.742033383915	1	0	0	2	OM7	16	3_4_4	1	1	1	3	5:3_6:2_5:3	2459	516743.25	519379.25	OM	5.00463852642257	0	3.00703766994249	1.55383186305859	4.98940522503226	4.97455447761194	3.1943132196162	1.69192164179104	5.9867460554371	0	1.006	0.9414	0.9184	0.8334	0	1	0	0	0	0	0	0	6:2/2:6 Segment	single	>1000	IN	
162	1166	730	1603	(6:2)	56	7	504535	504568	505298	506138	7	146.5078	147.7409	141.8421	336.5733	1.623	1	1602	100	1	0	1	2	OM1	17	56	1	0	1	15	(6:2)_(4:4aCO)	731	504551.75	505717.75	OM	146.507757109746	1.623	147.740942995561	141.84209423733	336.573330397873	146.599253058677	147.83312278402	141.930640636704	336.783395692884	1.62401310861423	0.9994	0.9994	0.9994	0.9994	0.9994	0	2	0	934	2	0	788	6:2/2:6 Segment	single	500_750	AC	
166	308	0	616	6:2	2	1	680550	680726	680726	681166	5	991.6368	971.8577	936.0172	1416.6373	52.5218	4	1780	25	1	0	0	2	OM2	17	2_2_1_2	1	1	2	17	5:3_4:4_5:3a_6:2	683	679714.25	680946.25	OM	316.369593786681	16.8896	287.16054464543	301.627220697242	228.316131421584	343.173184719101	336.328282696629	323.925053483146	490.252009438202	18.1760835955056	0.9219	0.8538	0.9312	0.4657	0.9292	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	IN	Phasing reveals incompatibility
168	2072	1460	2685	(2:6)	5	3	56432	57568	59028	59117	12	1518.6956	1073.8969	1171.951	1150.1204	55.227	3	5203	46.0649177412183	1	0	0	3	OM3	17	6_5_12	2	2	0	3	(3:5)_(2:6)_(4:4aCO)_(4:4CO)	3794	55196.75	59694.75	OM	1480.84497314632	55.227	1031.18116369158	1105.18854307451	1138.59503671483	783.720485489141	554.182813088603	604.783477801269	593.517830866808	28.4998068422064	1.8895	1.8607	1.8274	1.9184	1.9378	0	3	0	2159.5	1	0	0	6:2/2:6 Segment	single	>1000	AN	
171	90	9	171	(6:2)	4	2	632896	632908	632917	633067	23	685.5223	496.9719	883.0699	349.2726	6.999	8	4823	2.16867469879518	3	0	1	2	OM4	18	3_4_4_4_4_4_12_2	1	0	2	32	(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	3477	632533	636683	OM	1.08816929545811	0	0.988142405660175	0.782467117135973	0.849690398007579	24.3052691893013	17.6201938420071	31.3093412606262	12.383498776695	0.248150321376736	0.0448	0.0561	0.025	0.0686	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IC	
173	74	0	147	(6:2)	4	1	633067	633129	633129	633214	23	685.5223	496.9719	883.0699	349.2726	6.999	8	4823	1.78313253012048	3	0	1	2	OM4	18	3_4_4_4_4_4_12_2	1	0	2	32	(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	3477	632533	636683	OM	2.60024349707961	0	1.86885845807822	3.13296913077465	2.98151899136048	20.8940033381713	15.147184179971	26.9150477503628	10.6454638606676	0.213322206095791	0.1244	0.1234	0.1164	0.2801	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IC	
175	742	0	1485	(6:2)	4	1	633960	635127	635127	635445	23	685.5223	496.9719	883.0699	349.2726	6.999	8	4823	17.8795180722892	3	0	1	2	OM4	18	3_4_4_4_4_4_12_2	1	0	2	32	(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	3477	632533	636683	OM	494.667518190332	5.4566	321.117174699153	649.438905342977	259.432666094746	211.072074538669	153.017472838482	271.896910947543	107.540910429193	2.1549896330085	2.3436	2.0986	2.3885	2.4124	2.5321	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	AC	
179	228	0	456	(2:6)	8	1	733953	734046	734046	734409	2	6.5468	4.6255	5.085	3.0631	0	2	521	74.025974025974	1	0	1	2	OM5	18	7_8	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	94	733919.75	734227.75	OM	6.14051962939365	0	4.58522482213464	5.05517967111968	2.88908740108982	5.7300207293666	4.04842226487524	4.45059500959693	2.68094740882917	0	1.0716	1.1326	1.1358	1.0776	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
183	40	3	78	(2:6)	34	2	760960	761030	761033	761038	41	450.8561	447.8698	243.1774	694.1831	5.2398	6	4427	1.07066381156317	1	0	1	2	OM7	18	4_14_234_34_34_3	1	0	3	20	(5:3)_(3:5)_(4:4aCO)_(2:6)_(4:4a)_(3:5a)_(4:4a)	3045	758417	762153	OM	49.6916974876199	1.0282	48.1491116752561	22.8199738261139	278.08594120966	7.94370359159702	7.89108750847075	4.28458034786537	12.2309197650779	0.0923208493336345	6.2555	6.1017	5.3261	22.7363	11.1372	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
186	792	525	1058	(6:2)	78	3	196331	196781	197306	197389	3	579.4688	162.8234	227.8999	1079.9232	41.3706	1	1057	100	1	0	1	3	OM3	19	78	1	0	1	15	(6:2)_(4:4aCO)	526	196555.75	197347.75	OM	579.468804448009	41.3706	162.823442951496	227.899874217017	1079.92318448283	580.017020245979	162.97744295175	228.11551012299	1080.94488703879	41.409739640492	0.9991	0.9991	0.9991	0.9991	0.9991	0	1	0	0	1	0	0	6:2/2:6 Segment	single	500_750	AC	
187	113	0	226	6:2	12	1	738015	738213	738213	738241	2	452.736	442.5815	429.7102	382.958	15.3152	2	870	25.1111111111111	1	0	0	2	OM5	19	12_2	1	1	1	7	6:2_5:3	29	738113.75	738563.75	OM	12.7285500068229	0.0516	14.6709990087864	26.0593656863572	10.2208931864877	117.607282758621	114.969447126437	111.625868045977	99.4810436781609	3.97843126436782	0.1082	0.1276	0.2335	0.1027	0.013	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	CN2	
189	306	0	613	(6:2)	78	1	40374	40637	40637	40987	1	1156.8124	1101.5766	830.5762	354.8665	38.055	1	612	100	1	0	1	3	OM7	19	78	1	0	1	15	(6:2)_(4:4aCO)	1	40505.75	40811.75	OM	1156.81238295424	38.055	1101.57663272087	830.576192137507	354.86648243381	1158.70261633987	1103.37656176471	831.933350653595	355.446347222222	38.117181372549	0.9984	0.9984	0.9984	0.9984	0.9984	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
190	449	0	898	2:6	78	1	661374	662094	662094	662272	3	2707.38	2613.0483	2153.0617	951.7925	198.4948	2	5333	15.798733286418	1	0	0	2	OM8	19	78_8	1	1	1	8	2:6_3:5	351	661734	664576	OM	55.5057363209501	0.5512	155.434430319557	84.9404413416289	37.8150240105042	455.883600225014	439.999507481718	362.544422763923	160.268078942434	33.423650928183	0.1218	0.3533	0.2343	0.2359	0.0165	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	CN2	
194	284	0	567	2:6	12	1	41852	42410	42410	42419	7	1590.3383	1517.2682	1134.4808	605.8022	49.7292	4	2060	16.7848699763593	1	0	0	3	OM5	20	3_3_12_1	1	1	3	30	5:3_4:4_2:6_3:5	1324	40866.5	42558.5	OM	312.760600648578	10.169	281.0905555891	215.812092542452	211.652136181262	437.729036941748	417.617023980583	312.257579417476	166.742644368932	13.6876001941748	0.7145	0.6731	0.6911	1.2693	0.7429	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AN	
196	908	647	1169	(6:2)	56	6	156517	156868	157515	157686	6	78.2909	72.0137	88.3117	78.8571	0.8968	1	1168	100	1	0	1	3	OM6	20	56	1	0	1	15	(6:2)_(4:4aCO)	648	156692.5	157600.5	OM	78.2908750891163	0.8968	72.0136659964672	88.3116613573604	78.8570509112047	78.357929880137	72.0753555650685	88.3873093321918	78.924614640411	0.897567808219178	0.9991	0.9991	0.9991	0.9991	0.9991	0	1	0	0	1	0	0	6:2/2:6 Segment	single	500_750	AC	
198	140	0	279	2:6	7	1	70491	70617	70617	70770	12	44.9205	44.5642	60.5336	11.4406	0.1546	5	1416	11.9047619047619	2	0	0	3	OM7	20	8_7_7_7_8	1	1	2	22	3:5_2:6_3:5_2:6_3:5a	937	70324.75	71500.75	OM	2.48901597096973	0	1.75423033813829	2.73748466430966	0.84949032963037	8.85086122881356	8.78065805084746	11.9271711864407	2.25418601694915	0.0304614406779661	0.2812	0.1998	0.2295	0.3769	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IN	
200	58	0	117	2:6	7	1	71310	71391	71391	71427	12	44.9205	44.5642	60.5336	11.4406	0.1546	5	1416	4.93197278911565	2	0	0	3	OM7	20	8_7_7_7_8	1	1	2	22	3:5_2:6_3:5_2:6_3:5a	937	70324.75	71500.75	OM	1.99869462835224	0	2.00529192718648	4.69700317278605	1.21631569924348	3.71165148305085	3.68221144067797	5.00171694915254	0.945303813559322	0.0127741525423729	0.5385	0.5446	0.9391	1.2867	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	CN4	
203	586	442	731	(2:6)	4	3	786732	786902	787344	787463	19	300.6823	352.7208	278.0519	244.1995	5.4804	5	3128	23.9281339322172	1	0	1	2	OM9	20	3_4_8_7_8	1	0	2	32	(3:5)_(2:6)_(3:5a)_(4:4aCO)_(3:5b)_(4:4a)	1770	786392.5	788841.5	OM	104.529468503389	1.7894	141.314866585839	40.830420446874	59.6888998275433	70.2681461956522	82.4293173913044	64.9795201086956	57.0683614130435	1.28074565217391	1.4876	1.7144	0.6284	1.0459	1.3972	0	1	0	0	1	0	0	6:2/2:6 Segment	single	300_500	AC	
207	252	79	424	(6:2)	34	3	19322	19376	19455	19746	16	676.2157	688.3403	453.5194	492.295	11.4304	3	1336	20.9650582362729	1	0	1	4	OM3	21	34_56_5	1	0	1	12	(6:2)_(4:4aCO)_(5:3)_(4:4a)	1069	19349.25	20551.25	OM	56.8780759416583	0.22	72.6115126569218	44.0423064324896	44.3432551588413	214.607377844311	218.455304790419	143.931306586826	156.237335329341	3.6276119760479	0.265	0.3324	0.306	0.2838	0.0606	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
211	429	0	858	6:2	1	1	60997	61457	61457	61855	2	640.4123	613.9269	570.1411	208.998	17.3916	2	1150	53.2258064516129	1	0	0	3	OM4	22	2_1	1	1	1	7	5:3_6:2	461	60850.25	61656.25	OM	632.898727055507	17.3116	607.613756464861	554.731878081274	201.986032604776	477.803263826087	458.042852347826	425.374838086957	155.93068173913	12.9756459130435	1.3246	1.3265	1.3041	1.2954	1.3342	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	CN4	
213	182	0	363	(2:6)	5	1	105260	105348	105348	105623	5	3.2163	2.0417	5.4594	2.6332	0	2	501	55.8282208588957	1	0	1	4	OM6	22	6_5	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	152	105159.25	105485.25	OM	2.32347500360295	0	1.47946293370985	2.74788688598704	1.91825560068205	2.33037305389222	1.47931556886228	3.95561317365269	1.9078874251497	0	0.997	1.0001	0.6947	1.0054	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
215	188	112	263	(2:6)	278	3	760767	760848	760960	761030	4	128.6093	133.6938	70.1663	313.4714	1.6654	2	430	60.2564102564103	1	0	1	2	OM8	22	2_278	1	0	3	20	(5:3)_(2:6)_(4:4aCO)	194	760683	760995	OM	120.674764071711	1.6654	126.721086519979	63.3115218975749	309.582305696954	78.6610369767442	81.7708590697674	42.9156672093023	191.72785627907	1.01860511627907	1.5341	1.5497	1.4753	1.6147	1.635	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
216	207	0	414	(2:6)	12	1	212528	212637	212637	212942	1	64.2378	76.3905	158.8024	52.1542	0.6514	1	413	100	1	0	1	3	OM5	23	12	1	0	1	16	(2:6)_(4:4aCO)	1	212582.5	212789.5	OM	64.2377972938518	0.6514	76.3905397070531	158.802416575486	52.1542247076552	64.3933394673123	76.5754648910412	159.186909443099	52.2804813559322	0.652977239709443	0.9976	0.9976	0.9976	0.9976	0.9976	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
217	300	0	600	(6:2)	12	1	212942	213185	213185	213542	23	1370.979	1290.4631	1489.9637	441.3708	39.17	5	5712	5.62218890554723	2	0	1	3	OM7	23	12_2_148_18_2	2	1	0	2	(6:2)_(5:3)_(2:6i)_(4:4ai)_(5:3a)_(4:4bCO)	4959	213063.25	218399.25	OM	104.30461285708	1.2702	120.708711597231	189.78143298707	57.8260631673482	144.010399159664	135.552846638655	156.508792016807	46.3624789915966	4.11449579831933	0.7243	0.8905	1.2126	1.2473	0.3087	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	AC	
223	350	0	699	(6:2)	256	1	105155	105664	105664	105854	4	566.4045	485.6834	668.1808	105.305	19.2542	3	1885	26.0029717682021	1	0	1	3	OM2	24	2_256_2	1	0	3	20	(3:5)_(6:2)_(5:3)_(4:4aCO)	808	104761.75	106107.75	OM	379.048605318935	12.6976	315.993917889971	434.981202067192	90.6565836280618	210.035408753316	180.102226312997	247.776328488064	39.0494403183024	7.13988636604775	1.8047	1.7545	1.7555	2.3216	1.7784	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	IC	
227	346	0	692	(6:2)	78	1	365821	366072	366072	366513	6	199.9388	227.0346	185.5686	172.9502	4.909	3	2652	21.0206561360875	1	0	1	4	OM3	24	7_7_78	1	0	1	12	(5:3)_(4:4)_(6:2)_(4:4aCO)	639	364646.75	366292.75	OM	184.434943166665	4.8574	214.390693145694	174.375242576059	158.889803641079	52.1710594268477	59.2413058823529	48.4213692307692	45.1287852187029	1.28093061840121	3.5352	3.6189	3.6012	3.5208	3.7921	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
231	73	0	146	2:6	2	1	22166	22206	22206	22312	23	119.6722	113.5372	79.6542	78.2582	0.6032	6	1074	6.91287878787879	1	0	0	4	OM7	24	1_1_1_2_2_12	1	1	2	14	3:5_4:4_3:5_2:6_3:5_3:5a	1038	21463	22519	OM	3.47766063650038	0	2.29796372382193	3.0995619957723	1.02915173236425	16.2682878957169	15.4342934823091	10.8282245810056	10.6384517690875	0.0819992551210428	0.2138	0.1489	0.2862	0.0967	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IN	
235	224	0	448	(2:6)	8	1	163645	163699	163699	164093	6	680.6117	546.9452	613.2194	757.8934	47.671	2	1731	16.3265306122449	1	0	1	3	OM2	25	7_8	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	1014	162523.75	163895.75	OM	133.305189795158	3.2304	123.533504559905	147.744254804258	164.364174612467	176.149070826112	141.554852455228	158.707273945696	196.150342692086	12.337728480647	0.7568	0.8727	0.9309	0.8379	0.2618	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
236	152	0	305	6:2	78	1	202572	202761	202761	202877	2	239.1611	236.5637	237.2065	63.6356	1.0018	2	329	68.1614349775785	1	0	0	4	OM6	25	78_8	1	1	1	7	6:2_5:3	117	202666.5	202889.5	OM	238.788494349791	1.0018	236.412695462181	236.738661980559	63.3268431645272	221.714697568389	219.306773556231	219.902682370821	58.9934893617021	0.928720364741641	1.077	1.078	1.0766	1.0735	1.0787	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	CN3	
241	27	0	54	(2:6)	5	1	57189	57234	57234	57243	12	239.6456	236.9289	176.5415	83.9823	3.5856	6	3256	1.02156640181612	2	0	1	4	OM7	25	7_12567_6_5_5_5	2	1	0	2	(3:5)_(4:4aCO)_(3:5a)_(2:6)_(3:5a)_(2:6)_(4:4a)	2030	55482.5	58125.5	OM	0.294472874880842	0	0	0.0915195464884846	0.0580198293906753	3.97446633906634	3.9294105036855	2.92789957002457	1.39282684275184	0.0594663390663391	0.0741	0	0.0313	0.0417	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IC	
243	245	0	490	(2:6)	5	1	57851	57910	57910	58341	12	239.6456	236.9289	176.5415	83.9823	3.5856	6	3256	9.26976920166478	2	0	1	4	OM7	25	7_12567_6_5_5_5	2	1	0	2	(3:5)_(4:4aCO)_(3:5a)_(2:6)_(3:5a)_(2:6)_(4:4a)	2030	55482.5	58125.5	OM	0.73508191491145	0	0.586443863183076	0.631034774640273	0.765361577013891	36.064601965602	35.655761977887	26.5679775798526	12.6386139434889	0.539601965601966	0.0204	0.0164	0.0238	0.0606	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IC	Phasing reveals incompatibility
244	547	155	939	(6:2)	12	7	224261	224961	225116	225200	7	937.7294	896.4834	1060.0133	1489.0757	68.1532	1	938	100	1	0	1	3	OM9	25	12	1	0	1	15	(6:2)_(4:4aCO)	156	224611	225158	OM	937.729365231071	68.1532	896.483420382031	1060.01329467144	1489.07572021765	938.729111513859	897.439139232409	1061.14337814499	1490.66320074627	68.2258579957356	0.9989	0.9989	0.9989	0.9989	0.9989	0	2	0	826	2	0	840	6:2/2:6 Segment	single	150_300	AC	
246	94	5	183	6:2	3	2	787620	787633	787638	787803	11	99.764	135.5845	38.4357	56.6311	1.7894	3	1286	9.91561181434599	1	0	0	2	OM1	26	4_3_3	1	1	1	3	5:3_6:2_5:3	611	787115.75	788063.75	OM	0.465815277961984	0	0.126431015361318	0.176637725790889	0.604506601737674	14.1965878693624	19.2939062986003	5.46946586314152	8.05870241057543	0.25463468118196	0.0328	0.0066	0.0323	0.075	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IN	
248	554	221	888	(6:2)	34	4	550499	550672	550893	551387	4	1375.7827	1666.0981	1156.617	2448.8532	46.4806	1	887	100	1	0	1	4	OM3	26	34	1	0	1	15	(6:2)_(4:4aCO)	222	550585.75	551139.75	OM	1375.78267277999	46.4806	1666.09811802678	1156.61702702611	2448.85324261366	1377.33375152198	1667.9764518602	1157.92096505073	2451.61402660654	46.5330020293123	0.9989	0.9989	0.9989	0.9989	0.9989	0	1	0	0	1	0	0	6:2/2:6 Segment	single	150_300	AC	
249	524	321	726	2:6	12	3	32409	32706	33027	33135	6	292.1094	311.2307	222.7436	160.8637	5.8062	3	2577	32.0685434516524	2	0	0	4	OM5	26	12_1234_3	1	1	3	30	2:6_6:2_5:3	692	32557.75	34191.75	OM	4.75757738479361	0	3.02064100703833	4.92905273328145	3.17398477023575	82.293917112922	87.6808258440047	62.7519804423749	45.3189934807916	1.63573969732247	0.0578	0.0345	0.0785	0.07	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	300_500	AN	
250	304	239	370	6:2	1234	2	33027	33135	33374	33397	6	292.1094	311.2307	222.7436	160.8637	5.8062	3	2577	18.6046511627907	2	0	0	4	OM5	26	12_1234_3	1	1	3	30	2:6_6:2_5:3	692	32557.75	34191.75	OM	15.6709781862963	0	10.6989246013391	12.6746070070757	3.74888125214646	41.9404260768335	44.6858203337214	31.9810368645712	23.0964567326348	0.833641443538999	0.3736	0.2394	0.3963	0.1623	0	1	0	0	0	0	0	0	6:2/2:6 Segment	multi	150_300	AN	
255	42	0	84	6:2	6	1	241861	241900	241900	241945	48	400.3284	396.3192	468.9087	518.1538	3.4914	5	3128	1.51898734177215	1	0	0	4	OM6	26	5_5_5_6_6	1	1	1	3	5:3_4:4_5:3_6:2_5:3	2402	239668	242433	OM	0.463614733380674	0	0.157138548364423	0.918896255289299	1.38267255489296	10.7505069053708	10.6428429667519	12.5921773657289	13.914616112532	0.0937588235294118	0.0431	0.0148	0.073	0.0994	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IN	
258	282	0	564	2:6	8	1	96805	96988	96988	97369	15	292.7065	249.0016	350.9441	146.5658	3.2842	2	2777	11.9087837837838	1	0	0	3	OM8	26	348_8	1	1	3	30	3:5_2:6	1960	94810.25	97178.25	OM	1.47486499324661	0	0.488419816463067	0.88488899211325	0.675530875646949	59.4477731364782	50.5714448685632	71.2756472452287	29.7670548073461	0.667010731004681	0.0248	0.0097	0.0124	0.0227	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	CN5	
259	378	0	756	(6:2)	78	1	83687	83831	83831	84443	3	153.7012	188.6189	164.5743	426.8503	2.5228	2	937	46.551724137931	1	0	1	4	OM4	27	78_3	1	0	1	8	(6:2)_(5:3)_(4:4aCO)	688	83759.25	84571.25	OM	153.063579516485	2.5228	188.080938981506	163.727168390189	424.765671823849	124.010786766275	152.183445464248	132.783533404482	344.395759658485	2.03547150480256	1.2343	1.2359	1.233	1.2334	1.2394	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
261	823	386	1260	(2:6)	34	3	263030	263811	264197	264290	22	684.1096	775.0744	638.675	1917.3401	9.2226	2	4328	22.2552731206057	1	0	1	4	OM6	27	34_8	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	3068	263420.5	267118.5	OM	155.364548950507	1.667	189.486683831101	148.216455655593	414.557583013503	199.163146025878	225.645504621072	185.935882624769	558.190509704251	2.68495286506469	0.7801	0.8398	0.7971	0.7427	0.6209	0	1	0	0	1	0	0	6:2/2:6 Segment	single	300_500	AC	
263	368	185	551	(6:2)	12	2	59246	59321	59506	59797	20	840.0869	1067.1894	872.2549	946.53	18.6614	8	3479	11.2814224402207	2	0	1	4	OM9	27	12_7_7_7_8_8_8_7	1	0	2	32	(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)_(5:3)_(4:4a)_(5:3a)_(4:4a)	3046	59283.75	62545.75	OM	1.47466494373922	0	1.1697869657046	1.10993705724887	1.75730059121723	133.051992497844	169.020224029894	138.146723167577	149.910327680368	2.95557096866916	0.0111	0.0069	0.008	0.0117	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	150_300	AC	
265	80	0	159	(6:2)	7	1	59922	60002	60002	60081	20	840.0869	1067.1894	872.2549	946.53	18.6614	8	3479	2.45248313917842	2	0	1	4	OM9	27	12_7_7_7_8_8_8_7	1	0	2	32	(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)_(5:3)_(4:4a)_(5:3a)_(4:4a)	3046	59283.75	62545.75	OM	0.550736293849836	0	0.301373931395294	0.531313476444623	0.88680308197989	38.3943136246048	48.7735310721472	39.8644809140558	43.2590600747341	0.852878010922679	0.0143	0.0062	0.0133	0.0205	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IC	
