SID	len_mid	len_min	len_max	type	Sp_Aff	seg_SNPs	start5	start3	stop5	stop3	event_snp	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC	total_nb_seg	Event_len_max	Event_len_mid	Event_len_min	nb_62_seg	LCO	chr	Meiosis	EID	EventSpAff	LSB	LNCO	groupe	classe	Event_type	debut	fin
92	141	68	214	(3:5)	4	3	71420	71553	71621	71634	17	1614.7235	1690.0984	720.9849	1636.0773	46.9486	5	1756	1608	1460	1	1	2	OM1	8	5_3_4_5_5	1	0	3	21	(5:3)_(4:4ai)_(3:5)_(2:6)_(3:5)_(4:4bCO)	70706	72314
93	296	194	397	(2:6)	5	4	71621	71634	71828	72018	17	1614.7235	1690.0984	720.9849	1636.0773	46.9486	5	1756	1608	1460	1	1	2	OM1	8	5_3_4_5_5	1	0	3	21	(5:3)_(4:4ai)_(3:5)_(2:6)_(3:5)_(4:4bCO)	70706	72314
94	391	215	567	(3:5)	5	5	71828	72018	72233	72395	17	1614.7235	1690.0984	720.9849	1636.0773	46.9486	5	1756	1608	1460	1	1	2	OM1	8	5_3_4_5_5	1	0	3	21	(5:3)_(4:4ai)_(3:5)_(2:6)_(3:5)_(4:4bCO)	70706	72314
95	956	                      551	1360	(3:5)	8	5	215181	215962	216513	216541	19	1450.1327	1412.9258	1080.1873	310.292	28.3836	4	3937	3358	2780	1	1	2	OM2	8	8_7_1_18	1	0	2	32	(3:5)_(2:6)_(3:5a)_(3:5b)_(4:4aCO)	215571.75	218929.75
96	59	0	118	(2:6)	7	1	216513	216541	216541	216631	19	1450.1327	1412.9258	1080.1873	310.292	28.3836	4	3937	3358	2780	1	1	2	OM2	8	8_7_1_18	1	0	2	32	(3:5)_(2:6)_(3:5a)_(3:5b)_(4:4aCO)	215571.75	218929.75
97	988	478	1498	(3:5a)	1	7	216541	216631	217109	218039	19	1450.1327	1412.9258	1080.1873	310.292	28.3836	4	3937	3358	2780	1	1	2	OM2	8	8_7_1_18	1	0	2	32	(3:5)_(2:6)_(3:5a)_(3:5b)_(4:4aCO)	215571.75	218929.75
98	1356	702	2010	(3:5b)	18	6	217109	218039	218741	219119	19	1450.1327	1412.9258	1080.1873	310.292	28.3836	4	3937	3358	2780	1	1	2	OM2	8	8_7_1_18	1	0	2	32	(3:5)_(2:6)_(3:5a)_(3:5b)_(4:4aCO)	215571.75	218929.75
99	372	                      287	457	(3:5)	4	4	27032	27154	27441	27489	21	612.2457	619.6635	139.1117	442.4574	20.4168	9	9269	5746	2224	2	1	2	OM8	8	4_3_23_2_23_2_2_1_1	1	0	2	31	(3:5)_(2:6)_(4:4ai)_(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4bCO)_(3:5a)_(4:4b)	27093.25	32839.25
100	111	0	222	(2:6)	3	1	27441	27489	27489	27663	21	612.2457	619.6635	139.1117	442.4574	20.4168	9	9269	5746	2224	2	1	2	OM8	8	4_3_23_2_23_2_2_1_1	1	0	2	31	(3:5)_(2:6)_(4:4ai)_(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4bCO)_(3:5a)_(4:4b)	27093.25	32839.25
101	146	0	292	(4:4ai)	23	1	27489	27663	27663	27781	21	612.2457	619.6635	139.1117	442.4574	20.4168	9	9269	5746	2224	2	1	2	OM8	8	4_3_23_2_23_2_2_1_1	1	0	2	31	(3:5)_(2:6)_(4:4ai)_(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4bCO)_(3:5a)_(4:4b)	27093.25	32839.25
102	463	51	875	(3:5)	2	2	27663	27781	27832	28538	21	612.2457	619.6635	139.1117	442.4574	20.4168	9	9269	5746	2224	2	1	2	OM8	8	4_3_23_2_23_2_2_1_1	1	0	2	31	(3:5)_(2:6)_(4:4ai)_(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4bCO)_(3:5a)_(4:4b)	27093.25	32839.25
103	848	489	1206	(3:5a)	23	5	27832	28538	29027	29038	21	612.2457	619.6635	139.1117	442.4574	20.4168	9	9269	5746	2224	2	1	2	OM8	8	4_3_23_2_23_2_2_1_1	1	0	2	31	(3:5)_(2:6)_(4:4ai)_(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4bCO)_(3:5a)_(4:4b)	27093.25	32839.25
104	18	0	37	(2:6)	2	1	29027	29038	29038	29064	21	612.2457	619.6635	139.1117	442.4574	20.4168	9	9269	5746	2224	2	1	2	OM8	8	4_3_23_2_23_2_2_1_1	1	0	2	31	(3:5)_(2:6)_(4:4ai)_(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4bCO)_(3:5a)_(4:4b)	27093.25	32839.25
105	29	0	58	(3:5a)	2	1	29038	29064	29064	29096	21	612.2457	619.6635	139.1117	442.4574	20.4168	9	9269	5746	2224	2	1	2	OM8	8	4_3_23_2_23_2_2_1_1	1	0	2	31	(3:5)_(2:6)_(4:4ai)_(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4bCO)_(3:5a)_(4:4b)	27093.25	32839.25
106	52	15	90	(4:4bCO)	1	2	29064	29096	29111	29154	21	612.2457	619.6635	139.1117	442.4574	20.4168	9	9269	5746	2224	2	1	2	OM8	8	4_3_23_2_23_2_2_1_1	1	0	2	31	(3:5)_(2:6)_(4:4ai)_(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4bCO)_(3:5a)_(4:4b)	27093.25	32839.25
107	3707	223	7191	(3:5a)	1	4	29111	29154	29377	36302	21	612.2457	619.6635	139.1117	442.4574	20.4168	9	9269	5746	2224	2	1	2	OM8	8	4_3_23_2_23_2_2_1_1	1	0	2	31	(3:5)_(2:6)_(4:4ai)_(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4bCO)_(3:5a)_(4:4b)	27093.25	32839.25
108	495	                      366	624	3:5	4	3	269029	269036	269402	269653	8	202.0296	212.5469	211.6959	200.0622	2.547	3	1161	1056	952	1	0	2	OM2	9	4_3_4	1	1	2	20	3:5_2:6_3:5a	269032.75	270088.75
109	251	0	502	2:6	3	1	269402	269653	269653	269904	8	202.0296	212.5469	211.6959	200.0622	2.547	3	1161	1056	952	1	0	2	OM2	9	4_3_4	1	1	2	20	3:5_2:6_3:5a	269032.75	270088.75
110	310	83	538	3:5a	4	4	269653	269904	269987	270191	8	202.0296	212.5469	211.6959	200.0622	2.547	3	1161	1056	952	1	0	2	OM2	9	4_3_4	1	1	2	20	3:5_2:6_3:5a	269032.75	270088.75
111	824	                      0	1648	(3:5)	7	1	299901	301455	301455	301549	20	1376.4044	1601.1382	1305.9904	1731.6962	59.4812	4	2724	1872	1019	1	1	2	OM3	9	7_7_8_7	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	300677.75	302549.75
112	184	20	348	(4:4)	7	3	301455	301549	301569	301803	20	1376.4044	1601.1382	1305.9904	1731.6962	59.4812	4	2724	1872	1019	1	1	2	OM3	9	7_7_8_7	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	300677.75	302549.75
113	200	31	368	(3:5a)	8	2	301569	301803	301834	301937	20	1376.4044	1601.1382	1305.9904	1731.6962	59.4812	4	2724	1872	1019	1	1	2	OM3	9	7_7_8_7	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	300677.75	302549.75
114	664	536	792	(2:6)	7	14	301834	301937	302473	302626	20	1376.4044	1601.1382	1305.9904	1731.6962	59.4812	4	2724	1872	1019	1	1	2	OM3	9	7_7_8_7	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	300677.75	302549.75
115	428	                      120	735	(5:3)	1	2	175526	175964	176084	176261	8	148.9216	188.7563	144.7128	48.6125	0.7158	4	2920	2528	2136	1	1	2	OM4	9	1_2_34_4	1	0	2	32	(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	175745	178273
116	789	375	1203	(6:2)	2	3	176084	176261	176636	177287	8	148.9216	188.7563	144.7128	48.6125	0.7158	4	2920	2528	2136	1	1	2	OM4	9	1_2_34_4	1	0	2	32	(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	175745	178273
117	984	506	1463	(4:4aCO)	34	2	176636	177287	177793	178099	8	148.9216	188.7563	144.7128	48.6125	0.7158	4	2920	2528	2136	1	1	2	OM4	9	1_2_34_4	1	0	2	32	(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	175745	178273
118	327	0	654	(5:3a)	4	1	177793	178099	178099	178447	8	148.9216	188.7563	144.7128	48.6125	0.7158	4	2920	2528	2136	1	1	2	OM4	9	1_2_34_4	1	0	2	32	(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	175745	178273
119	632	                      475	790	3:5	5	4	160020	160143	160618	160810	5	284.284	301.081	203.8032	93.8006	1.7298	2	1666	1167	668	1	0	2	OM7	10	5_6	1	1	1	8	3:5_2:6	160081.5	161248.5
120	534	0	1069	2:6	6	1	160618	160810	160810	161687	5	284.284	301.081	203.8032	93.8006	1.7298	2	1666	1167	668	1	0	2	OM7	10	5_6	1	1	1	8	3:5_2:6	160081.5	161248.5
121	309	165	453	(6:2)	78	2	247069	247234	247399	247522	2	10.6557	8.7054	15.1234	5.8729	0	1	452	309	166	1	1	2	OM5	11	78	1	0	1	15	(6:2)_(4:4aCO)	247151.5	247460.5
122	187	0	374	(2:6)	56	1	288990	289129	289129	289364	1	55.0703	52.8896	51.1407	48.75	0.3	1	373	187	1	1	1	2	OM7	11	56	1	0	1	16	(2:6)_(4:4aCO)	289059.5	289246.5
123	53	                      0	106	(6:2)	56	1	332548	332630	332630	332654	8	63.827	61.1174	111.7547	42.7951	1.2998	3	1521	1137	753	2	1	2	OM2	12	56_56_56	1	0	1	12	(6:2)_(4:4)_(6:2)_(4:4aCO)	332589	333726
124	446	286	605	(4:4)	56	2	332630	332654	332940	333235	8	63.827	61.1174	111.7547	42.7951	1.2998	3	1521	1137	753	2	1	2	OM2	12	56_56_56	1	0	1	12	(6:2)_(4:4)_(6:2)_(4:4aCO)	332589	333726
125	638	147	1130	(6:2)	56	5	332940	333235	333382	334070	8	63.827	61.1174	111.7547	42.7951	1.2998	3	1521	1137	753	2	1	2	OM2	12	56_56_56	1	0	1	12	(6:2)_(4:4)_(6:2)_(4:4aCO)	332589	333726
126	328	                      0	656	3:5	5	1	306376	306932	306932	307032	4	199.2555	211.9222	173.3961	222.8906	4.3542	3	1612	1312	1013	1	0	2	OM8	12	5_5_56	1	1	1	8	3:5_4:4_2:6	306654.25	307966.25
127	920	828	1012	4:4	5	2	306932	307032	307860	307944	4	199.2555	211.9222	173.3961	222.8906	4.3542	3	1612	1312	1013	1	0	2	OM8	12	5_5_56	1	1	1	8	3:5_4:4_2:6	306654.25	307966.25
128	64	0	129	2:6	56	1	307860	307944	307944	307989	4	199.2555	211.9222	173.3961	222.8906	4.3542	3	1612	1312	1013	1	0	2	OM8	12	5_5_56	1	1	1	8	3:5_4:4_2:6	306654.25	307966.25
129	1860	1189	2532	(2:6)	12	4	429131	430040	431229	431663	4	382.8404	462.2364	472.7489	1264.8403	8.2694	1	2531	1860	1190	1	1	2	OM5	13	12	1	0	1	16	(2:6)_(4:4aCO)	429585.75	431445.75
130	719	                      90	1348	(3:5)	7	3	564041	565133	565223	565389	4	525.283	611.8298	666.3837	540.9366	22.4204	2	1366	812	257	1	1	2	OM6	13	7_8	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	564586.75	565398.75
131	92	0	185	(2:6)	8	1	565223	565389	565389	565408	4	525.283	611.8298	666.3837	540.9366	22.4204	2	1366	812	257	1	1	2	OM6	13	7_8	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	564586.75	565398.75
132	356	                      0	713	(4:4aCO)	5678	1	331827	332522	332522	332540	3	50.2715	39.1651	77.2988	26.7137	1.0172	2	802	414	27	1	1	2	OM8	13	5678_78	1	0	1	12	(4:4aCO)_(2:6)_(4:4a)	332174.75	332588.75
133	58	8	108	(2:6)	78	2	332522	332540	332548	332630	3	50.2715	39.1651	77.2988	26.7137	1.0172	2	802	414	27	1	1	2	OM8	13	5678_78	1	0	1	12	(4:4aCO)_(2:6)_(4:4a)	332174.75	332588.75
134	428	0	857	6:2	12	1	490619	490686	490686	491476	1	239.5268	267.1128	296.24	238.053	10.7874	1	856	428	1	1	0	2	OM2	14	12	1	1	1	10	6:2	490652.75	491080.75
135	338	                      51	625	(2:6)	78	2	701207	701303	701354	701832	6	873.2651	1335.2031	1328.0395	2269.6333	32.2096	3	1834	1602	1371	2	1	2	OM3	14	78_34_78	1	0	3	20	(2:6)_(4:4aCO)_(6:2)_(4:4a)	701255.25	702857.25
136	584	0	1167	(4:4aCO)	34	1	701354	701832	701832	702521	6	873.2651	1335.2031	1328.0395	2269.6333	32.2096	3	1834	1602	1371	2	1	2	OM3	14	78_34_78	1	0	3	20	(2:6)_(4:4aCO)_(6:2)_(4:4a)	701255.25	702857.25
137	681	152	1210	(6:2)	78	3	701832	702521	702673	703042	6	873.2651	1335.2031	1328.0395	2269.6333	32.2096	3	1834	1602	1371	2	1	2	OM3	14	78_34_78	1	0	3	20	(2:6)_(4:4aCO)_(6:2)_(4:4a)	701255.25	702857.25
138	176	                      0	353	(5:3)	1	1	457416	457610	457610	457769	13	113.9476	106.5721	115.9258	77.7837	0.2596	6	1502	1364	1226	1	1	2	OM7	14	1_1_1_234_12_1	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4aCO)_(2:6)_(3:5)_(4:4a)	457513	458877
139	276	58	494	(4:4)	1	4	457610	457769	457827	458104	13	113.9476	106.5721	115.9258	77.7837	0.2596	6	1502	1364	1226	1	1	2	OM7	14	1_1_1_234_12_1	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4aCO)_(2:6)_(3:5)_(4:4a)	457513	458877
140	406	0	813	(5:3)	1	1	457827	458104	458104	458640	13	113.9476	106.5721	115.9258	77.7837	0.2596	6	1502	1364	1226	1	1	2	OM7	14	1_1_1_234_12_1	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4aCO)_(2:6)_(3:5)_(4:4a)	457513	458877
141	298	0	597	(4:4aCO)	234	1	458104	458640	458640	458701	13	113.9476	106.5721	115.9258	77.7837	0.2596	6	1502	1364	1226	1	1	2	OM7	14	1_1_1_234_12_1	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4aCO)_(2:6)_(3:5)_(4:4a)	457513	458877
142	54	0	108	(2:6)	12	1	458640	458701	458701	458748	13	113.9476	106.5721	115.9258	77.7837	0.2596	6	1502	1364	1226	1	1	2	OM7	14	1_1_1_234_12_1	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4aCO)_(2:6)_(3:5)_(4:4a)	457513	458877
143	152	87	218	(3:5)	1	5	458701	458748	458835	458919	13	113.9476	106.5721	115.9258	77.7837	0.2596	6	1502	1364	1226	1	1	2	OM7	14	1_1_1_234_12_1	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4aCO)_(2:6)_(3:5)_(4:4a)	457513	458877
144	477	                      225	729	(4:4ai)	24	2	735399	735582	735807	736128	22	1236.3676	1184.0043	1189.7165	905.5916	23.2052	9	4482	4357	4232	2	1	2	OM3	15	24_14_14_1_6_6_4_15678_4	2	1	0	2	(4:4ai)_(6:2)_(4:4ai)_(5:3)_(4:4bi)_(5:3)_(6:2)_(5:3a)_(4:4ci)_(4:4dCO)	735490.5	739847.5
145	254	0	507	(6:2)	14	1	735807	736128	736128	736314	22	1236.3676	1184.0043	1189.7165	905.5916	23.2052	9	4482	4357	4232	2	1	2	OM3	15	24_14_14_1_6_6_4_15678_4	2	1	0	2	(4:4ai)_(6:2)_(4:4ai)_(5:3)_(4:4bi)_(5:3)_(6:2)_(5:3a)_(4:4ci)_(4:4dCO)	735490.5	739847.5
146	1060	918	1201	(4:4ai)	14	4	736128	736314	737232	737329	22	1236.3676	1184.0043	1189.7165	905.5916	23.2052	9	4482	4357	4232	2	1	2	OM3	15	24_14_14_1_6_6_4_15678_4	2	1	0	2	(4:4ai)_(6:2)_(4:4ai)_(5:3)_(4:4bi)_(5:3)_(6:2)_(5:3a)_(4:4ci)_(4:4dCO)	735490.5	739847.5
147	368	68	668	(5:3)	1	2	737232	737329	737397	737900	22	1236.3676	1184.0043	1189.7165	905.5916	23.2052	9	4482	4357	4232	2	1	2	OM3	15	24_14_14_1_6_6_4_15678_4	2	1	0	2	(4:4ai)_(6:2)_(4:4ai)_(5:3)_(4:4bi)_(5:3)_(6:2)_(5:3a)_(4:4ci)_(4:4dCO)	735490.5	739847.5
148	466	115	816	(4:4bi)	6	3	737397	737900	738015	738213	22	1236.3676	1184.0043	1189.7165	905.5916	23.2052	9	4482	4357	4232	2	1	2	OM3	15	24_14_14_1_6_6_4_15678_4	2	1	0	2	(4:4ai)_(6:2)_(4:4ai)_(5:3)_(4:4bi)_(5:3)_(6:2)_(5:3a)_(4:4ci)_(4:4dCO)	735490.5	739847.5
149	113	0	226	(5:3)	6	1	738015	738213	738213	738241	22	1236.3676	1184.0043	1189.7165	905.5916	23.2052	9	4482	4357	4232	2	1	2	OM3	15	24_14_14_1_6_6_4_15678_4	2	1	0	2	(4:4ai)_(6:2)_(4:4ai)_(5:3)_(4:4bi)_(5:3)_(6:2)_(5:3a)_(4:4ci)_(4:4dCO)	735490.5	739847.5
150	336	0	673	(6:2)	4	1	738213	738241	738241	738886	22	1236.3676	1184.0043	1189.7165	905.5916	23.2052	9	4482	4357	4232	2	1	2	OM3	15	24_14_14_1_6_6_4_15678_4	2	1	0	2	(4:4ai)_(6:2)_(4:4ai)_(5:3)_(4:4bi)_(5:3)_(6:2)_(5:3a)_(4:4ci)_(4:4dCO)	735490.5	739847.5
151	736	151	1322	(5:3a)	15678	5	738241	738886	739037	739563	22	1236.3676	1184.0043	1189.7165	905.5916	23.2052	9	4482	4357	4232	2	1	2	OM3	15	24_14_14_1_6_6_4_15678_4	2	1	0	2	(4:4ai)_(6:2)_(4:4ai)_(5:3)_(4:4bi)_(5:3)_(6:2)_(5:3a)_(4:4ci)_(4:4dCO)	735490.5	739847.5
152	548	250	845	(4:4ci)	4	3	739037	739563	739813	739882	22	1236.3676	1184.0043	1189.7165	905.5916	23.2052	9	4482	4357	4232	2	1	2	OM3	15	24_14_14_1_6_6_4_15678_4	2	1	0	2	(4:4ai)_(6:2)_(4:4ai)_(5:3)_(4:4bi)_(5:3)_(6:2)_(5:3a)_(4:4ci)_(4:4dCO)	735490.5	739847.5
153	120	0	240	6:2	78	1	595106	595246	595246	595346	1	3.0714	4.6514	3.4477	5.7366	0	1	239	120	1	1	0	2	OM5	15	78	1	1	1	10	6:2	595176	595296
154	558	                      302	814	(5:3)	7	5	40637	40987	41289	41451	13	1599.8034	1524.9096	1143.2812	608.4783	49.7292	5	2666	2394	2121	1	0	3	OM3	16	7_568_568_8_8	2	2	0	3	(5:3)_(4:4aCO)_(5:3)_(6:2)_(5:3)_(4:4CO)	40811.75	43205.75
155	141	0	282	(4:4aCO)	568	1	41289	41451	41451	41571	13	1599.8034	1524.9096	1143.2812	608.4783	49.7292	5	2666	2394	2121	1	0	3	OM3	16	7_568_568_8_8	2	2	0	3	(5:3)_(4:4aCO)_(5:3)_(6:2)_(5:3)_(4:4CO)	40811.75	43205.75
156	1048	848	1247	(5:3)	568	3	41451	41571	42419	42698	13	1599.8034	1524.9096	1143.2812	608.4783	49.7292	5	2666	2394	2121	1	0	3	OM3	16	7_568_568_8_8	2	2	0	3	(5:3)_(4:4aCO)_(5:3)_(6:2)_(5:3)_(4:4CO)	40811.75	43205.75
157	154	0	309	(6:2)	8	1	42419	42698	42698	42728	13	1599.8034	1524.9096	1143.2812	608.4783	49.7292	5	2666	2394	2121	1	0	3	OM3	16	7_568_568_8_8	2	2	0	3	(5:3)_(4:4aCO)_(5:3)_(6:2)_(5:3)_(4:4CO)	40811.75	43205.75
158	492	379	606	(5:3)	8	3	42698	42728	43107	43304	13	1599.8034	1524.9096	1143.2812	608.4783	49.7292	5	2666	2394	2121	1	0	3	OM3	16	7_568_568_8_8	2	2	0	3	(5:3)_(4:4aCO)_(5:3)_(6:2)_(5:3)_(4:4CO)	40811.75	43205.75
159	383	                      0	766	5:3	3	1	516590	516896	516896	517356	23	5.7113	3.6674	1.9425	6.8734	0	3	2814	2636	2459	1	0	2	OM7	16	3_4_4	1	1	1	3	5:3_6:2_5:3	516743.25	519379.25
160	2102	1754	2451	6:2	4	20	516896	517356	519110	519347	23	5.7113	3.6674	1.9425	6.8734	0	3	2814	2636	2459	1	0	2	OM7	16	3_4_4	1	1	1	3	5:3_6:2_5:3	516743.25	519379.25
161	151	7	295	5:3	4	2	519110	519347	519354	519405	23	5.7113	3.6674	1.9425	6.8734	0	3	2814	2636	2459	1	0	2	OM7	16	3_4_4	1	1	1	3	5:3_6:2_5:3	516743.25	519379.25
162	1166	730	1603	(6:2)	56	7	504535	504568	505298	506138	7	146.5078	147.7409	141.8421	336.5733	1.623	1	1602	1166	731	1	1	2	OM1	17	56	1	0	1	15	(6:2)_(4:4aCO)	504551.75	505717.75
163	564	                      175	954	5:3	2	2	679385	680044	680219	680339	5	991.6368	971.8577	936.0172	1416.6373	52.5218	4	1780	1232	683	1	0	2	OM2	17	2_2_1_2	1	1	2	17	5:3_4:4_5:3a_6:2	679714.25	680946.25
164	166	0	331	4:4	2	1	680219	680339	680339	680550	5	991.6368	971.8577	936.0172	1416.6373	52.5218	4	1780	1232	683	1	0	2	OM2	17	2_2_1_2	1	1	2	17	5:3_4:4_5:3a_6:2	679714.25	680946.25
165	194	0	387	5:3a	1	1	680339	680550	680550	680726	5	991.6368	971.8577	936.0172	1416.6373	52.5218	4	1780	1232	683	1	0	2	OM2	17	2_2_1_2	1	1	2	17	5:3_4:4_5:3a_6:2	679714.25	680946.25
166	308	0	616	6:2	2	1	680550	680726	680726	681166	5	991.6368	971.8577	936.0172	1416.6373	52.5218	4	1780	1232	683	1	0	2	OM2	17	2_2_1_2	1	1	2	17	5:3_4:4_5:3a_6:2	679714.25	680946.25
167	1804	                      760	2847	(3:5)	6	6	54721	55672	56432	57568	12	1518.6956	1073.8969	1171.951	1150.1204	55.227	3	5203	4498	3794	1	0	3	OM3	17	6_5_12	2	2	0	3	(3:5)_(2:6)_(4:4aCO)_(4:4CO)	55196.75	59694.75
168	2072	1460	2685	(2:6)	5	3	56432	57568	59028	59117	12	1518.6956	1073.8969	1171.951	1150.1204	55.227	3	5203	4498	3794	1	0	3	OM3	17	6_5_12	2	2	0	3	(3:5)_(2:6)_(4:4aCO)_(4:4CO)	55196.75	59694.75
169	622	348	897	(4:4aCO)	12	3	59028	59117	59465	59925	12	1518.6956	1073.8969	1171.951	1150.1204	55.227	3	5203	4498	3794	1	0	3	OM3	17	6_5_12	2	2	0	3	(3:5)_(2:6)_(4:4aCO)_(4:4CO)	55196.75	59694.75
170	369	                      0	738	(5:3)	3	1	632170	632896	632896	632908	23	685.5223	496.9719	883.0699	349.2726	6.999	8	4823	4150	3477	3	1	2	OM4	18	3_4_4_4_4_4_12_2	1	0	2	32	(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	632533	636683
171	90	9	171	(6:2)	4	2	632896	632908	632917	633067	23	685.5223	496.9719	883.0699	349.2726	6.999	8	4823	4150	3477	3	1	2	OM4	18	3_4_4_4_4_4_12_2	1	0	2	32	(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	632533	636683
172	106	0	212	(5:3)	4	1	632917	633067	633067	633129	23	685.5223	496.9719	883.0699	349.2726	6.999	8	4823	4150	3477	3	1	2	OM4	18	3_4_4_4_4_4_12_2	1	0	2	32	(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	632533	636683
173	74	0	147	(6:2)	4	1	633067	633129	633129	633214	23	685.5223	496.9719	883.0699	349.2726	6.999	8	4823	4150	3477	3	1	2	OM4	18	3_4_4_4_4_4_12_2	1	0	2	32	(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	632533	636683
174	1372	746	1998	(5:3)	4	11	633129	633214	633960	635127	23	685.5223	496.9719	883.0699	349.2726	6.999	8	4823	4150	3477	3	1	2	OM4	18	3_4_4_4_4_4_12_2	1	0	2	32	(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	632533	636683
175	742	0	1485	(6:2)	4	1	633960	635127	635127	635445	23	685.5223	496.9719	883.0699	349.2726	6.999	8	4823	4150	3477	3	1	2	OM4	18	3_4_4_4_4_4_12_2	1	0	2	32	(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	632533	636683
176	1034	822	1245	(4:4aCO)	12	5	635127	635445	636267	636372	23	685.5223	496.9719	883.0699	349.2726	6.999	8	4823	4150	3477	3	1	2	OM4	18	3_4_4_4_4_4_12_2	1	0	2	32	(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	632533	636683
177	364	0	727	(5:3a)	2	1	636267	636372	636372	636994	23	685.5223	496.9719	883.0699	349.2726	6.999	8	4823	4150	3477	3	1	2	OM4	18	3_4_4_4_4_4_12_2	1	0	2	32	(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(6:2)_(4:4aCO)_(5:3a)_(4:4a)	632533	636683
178	80	                      0	159	(3:5)	7	1	733887	733953	733953	734046	2	6.5468	4.6255	5.085	3.0631	0	2	521	308	94	1	1	2	OM5	18	7_8	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	733919.75	734227.75
179	228	0	456	(2:6)	8	1	733953	734046	734046	734409	2	6.5468	4.6255	5.085	3.0631	0	2	521	308	94	1	1	2	OM5	18	7_8	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	733919.75	734227.75
180	1092	                      431	1753	(5:3)	4	5	757908	758926	759357	759661	41	450.8561	447.8698	243.1774	694.1831	5.2398	6	4427	3736	3045	1	1	2	OM7	18	4_14_234_34_34_3	1	0	3	20	(5:3)_(3:5)_(4:4aCO)_(2:6)_(4:4a)_(3:5a)_(4:4a)	758417	762153
181	478	65	891	(3:5)	14	2	759357	759661	759726	760248	41	450.8561	447.8698	243.1774	694.1831	5.2398	6	4427	3736	3045	1	1	2	OM7	18	4_14_234_34_34_3	1	0	3	20	(5:3)_(3:5)_(4:4aCO)_(2:6)_(4:4a)_(3:5a)_(4:4a)	758417	762153
182	1008	712	1304	(4:4aCO)	234	9	759726	760248	760960	761030	41	450.8561	447.8698	243.1774	694.1831	5.2398	6	4427	3736	3045	1	1	2	OM7	18	4_14_234_34_34_3	1	0	3	20	(5:3)_(3:5)_(4:4aCO)_(2:6)_(4:4a)_(3:5a)_(4:4a)	758417	762153
183	40	3	78	(2:6)	34	2	760960	761030	761033	761038	41	450.8561	447.8698	243.1774	694.1831	5.2398	6	4427	3736	3045	1	1	2	OM7	18	4_14_234_34_34_3	1	0	3	20	(5:3)_(3:5)_(4:4aCO)_(2:6)_(4:4a)_(3:5a)_(4:4a)	758417	762153
184	243	83	403	(4:4a)	34	11	761033	761038	761121	761436	41	450.8561	447.8698	243.1774	694.1831	5.2398	6	4427	3736	3045	1	1	2	OM7	18	4_14_234_34_34_3	1	0	3	20	(5:3)_(3:5)_(4:4aCO)_(2:6)_(4:4a)_(3:5a)_(4:4a)	758417	762153
